channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15
304,12467,14435,17236,17540,18468,13843,22869,21541,10818,11410,39561,33448,42602,50316,512
400,12387,14547,17364,17764,18884,13971,22949,21349,10210,11522,40233,41466,51708,53693,320
368,12258,14483,18404,18244,19492,13907,22933,22053,10706,11458,42954,37049,43194,53052,352
416,12226,14627,18020,18468,19908,13971,22965,22085,10562,11458,37721,40201,46795,54093,352
384,12258,14515,17348,18260,19972,14131,23109,22165,11010,11490,37497,49820,47755,54925,288
384,12339,14579,17892,18356,20308,13955,23045,22277,11090,11570,42282,55581,46539,55277,352
304,12002,14515,18180,18596,20501,14019,23125,22245,11026,11634,33800,50860,53869,53164,400
384,12002,14659,17220,18516,20501,14147,23093,22213,10978,11522,35832,47947,42170,55149,336
416,12579,14563,17076,18564,20677,14003,23189,22229,10386,11554,30119,35000,35176,49003,432
352,12515,14595,17796,18564,20501,14083,23349,22229,10498,11554,29399,43626,38073,55229,384
384,12419,14467,15891,18388,20549,13987,23301,22293,10050,11538,31367,39353,53677,55357,480
464,12515,14483,15907,18452,19396,14083,23269,22165,9554,11426,38617,39993,50076,55389,320
416,12307,14563,15907,18548,19684,14003,23381,22277,9522,11458,31415,45707,46891,55021,352
384,12178,14467,16852,18660,19588,14051,23349,22021,8129,11394,31175,41370,41834,55053,320
384,12435,14515,17108,18708,20212,14035,23413,22165,8113,11570,36921,38217,43802,54845,320
416,12451,14691,17172,18772,19716,14035,23445,22069,8033,11426,39001,38409,38089,54829,384
320,12226,14547,17540,18660,19332,13987,23317,22181,10242,11394,38569,56349,56221,55069,304
400,12451,14419,16275,18948,17476,14035,23349,22069,11442,11554,43834,55661,55709,54941,480
416,12467,14483,16003,19236,15251,13971,23333,21701,11218,11394,39177,55869,55949,54973,400
368,12403,14387,17908,19076,22005,14131,23461,22165,11074,11426,45179,55773,56365,55085,416
384,12499,14467,17684,18452,22565,14163,23509,23173,11090,11538,46571,55773,52716,54877,384
400,12435,14483,18852,18596,23109,14003,23621,23173,10994,11570,45467,56237,44602,54973,496
336,12467,14483,19540,18612,23573,14099,23813,23605,11042,11394,44506,55661,50380,54893,416
432,12515,14451,19652,18404,23445,14099,23653,23509,11090,11442,39721,55757,40121,54861,320
400,12579,14419,19668,18516,23461,14147,23525,23733,10994,11506,32215,55725,38489,54797,304
400,12483,14355,19476,18948,23461,14211,23525,23765,10978,11538,29527,56125,31879,55405,352
400,12226,14243,19428,18820,23285,14355,23605,23557,10802,11586,26294,55837,34376,55085,384
416,12098,14371,18900,18388,23333,14163,23525,24069,10946,11458,29927,56253,33128,54877,400
416,12178,14355,18100,18532,23445,14131,23333,23829,10946,11522,27910,56125,32023,55389,400
384,11842,14179,16948,18740,23381,14099,23317,23653,10898,11490,20789,46763,23381,54333,320
384,11954,14019,18388,18644,21733,13971,22421,22373,3408,11346,17364,26902,17108,38121,352
416,11298,13539,10786,20132,20709,13747,21925,19892,11954,9218,20549,20501,15139,32407,480
352,10386,12995,15459,17492,18052,13475,18756,19092,16227,8946,23461,15123,15075,26438,528
400,10194,12643,15459,15955,14435,12883,14595,18372,19220,9506,19076,11346,15795,21509,320
304,10434,11778,10242,13459,10034,11426,11106,13107,25686,9442,16916,13107,18468,21093,224
400,9378,11362,7585,13651,8402,10818,9730,10562,29831,8994,17572,18180,17988,22405,416
400,8402,10562,4993,11394,9026,10434,8354,8065,33672,7569,16596,22533,17236,22981,480
416,7825,10386,5057,10258,7713,9906,8033,7313,34552,6465,16195,24517,15747,22101,320
400,8434,10130,5441,9234,6673,8498,7409,6401,34136,5377,19012,24565,13955,22421,384
352,4641,10018,6993,9186,7889,7265,7169,5505,38201,3920,19012,23957,13283,21093,352
384,2496,9906,7089,9042,7649,6225,7169,4881,40345,3184,16964,22245,11730,19300,512
384,2624,10002,7073,8177,7569,5745,6961,4417,40729,2544,14691,20565,11234,18964,400
400,5009,9858,7137,7937,7569,5473,6897,4048,40729,2480,13875,19796,10066,17876,320
368,5057,9986,7137,7569,7521,5409,6833,3872,40745,2608,12547,18020,10018,17156,352
352,6977,9986,7233,7905,6449,5169,6881,3616,40649,2384,12627,16083,9394,15555,512
400,6913,10034,7105,8161,6497,5201,6961,3680,40777,2448,11986,14643,8978,14435,384
432,6657,10034,7265,8017,6465,5377,6977,3616,40953,2480,11298,13603,8546,13699,320
416,6817,9874,7281,8097,7441,5217,6785,3792,41034,2816,10002,11138,8177,12835,304
400,6065,9922,7153,7585,7265,5761,6929,4753,41002,3216,10050,9346,8081,11922,400
352,3808,10098,7169,7617,7201,5713,6977,4113,41098,3536,9938,8226,7889,12050,432
400,6625,10050,7185,8370,7121,6209,7233,6145,41002,4177,9474,8001,7905,12387,336
336,6481,10050,7185,8514,6737,6193,7297,6337,41018,4113,10786,8610,7937,13027,480
480,6961,10178,7169,8626,6945,6193,7409,6273,41114,4433,9922,6993,7969,14147,400
400,4737,10370,7137,8418,6897,6289,7425,6305,41226,4481,8818,5489,8065,14515,384
400,5569,10242,7329,8626,6625,6273,7681,6353,41194,4417,9202,6833,8177,15427,464
384,6129,10274,7329,8818,6609,6289,7681,6289,41114,4401,8882,6241,8290,16708,352
384,7377,10306,7217,8882,6721,6321,7713,6289,41050,4369,9138,4705,8274,17684,352
352,8546,10402,7281,8674,6449,6273,7617,6273,40986,4353,8418,3984,8226,18356,400
400,8546,10370,7249,8882,6945,6321,7617,6273,41002,4417,8242,3008,8129,19188,512
400,8674,10258,7249,8802,7297,6417,7505,6369,41018,4417,7841,3936,8177,19428,256
384,8754,10322,7425,8578,7297,6337,7569,6369,41082,4529,7953,3248,8177,19284,368
384,8882,10338,7457,8994,6689,6369,7745,6305,41050,4625,8145,3120,8370,19940,304
336,8738,10210,7553,8754,6721,6401,7585,6257,41146,4513,9810,3424,8322,19268,320
400,8642,10210,7313,8914,6865,6417,7697,6401,41050,4625,8434,2880,8177,20068,320
304,8882,10194,7233,8754,6961,6465,7681,6305,40953,4929,7441,2608,8290,19412,400
400,8962,10530,6977,9250,7585,6449,7777,6305,41178,4929,8129,2384,8258,18820,384
352,8177,10338,7601,9138,7393,6785,7761,6305,41082,5089,7569,2624,8450,18324,384
480,9634,10466,7777,9122,7505,6801,7953,6609,41050,5249,7889,2816,8370,18068,416
384,9698,10402,7505,8850,7777,6769,7857,6609,41050,5265,7745,2576,8530,17588,400
384,9730,10498,7921,9266,7553,7009,8065,6721,40953,5393,8386,2624,8498,16740,304
416,9522,10450,8177,9554,7873,6977,8177,6881,40953,5505,7665,2688,8482,16099,512
432,9154,10498,7969,9458,7905,7313,8177,7041,40953,5649,8722,2656,8610,15235,320
320,9314,10402,8177,9314,7809,7329,8338,7217,40921,5681,7393,2400,8610,14691,336
384,9266,10514,8177,9714,7857,7489,8290,7329,40777,5889,7521,2320,8354,14131,352
416,9698,10578,7489,10130,7825,7521,8418,7297,40729,5777,8594,2400,8322,13795,320
304,9954,10498,7393,10226,7777,7761,8770,7393,40761,5937,8065,2016,8210,13123,496
336,10370,10418,8017,10242,7841,7809,8738,7537,40873,5729,8514,2080,8610,12611,416
496,11970,11314,7633,9986,7953,7697,8450,7361,40521,5697,14019,2240,10402,12210,352
400,11938,12611,7825,9458,7505,7633,8530,7553,38473,5649,20388,4257,12643,14067,384
416,15331,13187,7985,9234,7937,7617,8434,7345,37529,5713,23973,6417,14787,15027,336
400,18868,13699,8129,9410,8386,7649,8498,7313,35432,6065,43210,7345,20549,17028,336
384,20677,13827,7969,9522,8642,7713,8450,7009,33864,6321,43194,12307,21397,23445,416
400,22261,14227,8210,9650,9010,7745,8274,7073,32407,6577,41754,11442,24453,22837,336
352,22181,14147,8210,9362,9266,7745,8129,6993,31431,6433,41706,9298,24165,22821,320
400,25782,14275,8498,9474,9138,7649,8177,6993,31399,6449,41258,10274,22853,23317,352
336,27622,14307,8610,9554,8994,7729,8274,7089,31319,6401,35688,9730,21653,22709,320
384,27526,14291,8626,9634,9346,7617,8177,7121,31527,6449,38265,9810,20404,22933,432
416,28534,14435,8578,9602,9122,7745,8177,6977,31063,6433,31015,11874,18948,22469,336
384,28422,14259,8578,9762,9410,7729,8338,7169,31383,6465,31127,9762,18628,21061,272
400,28695,14403,8754,9634,9378,7745,8210,7057,31111,6529,31447,8578,18020,22469,352
400,28759,14323,8530,9634,9426,7729,8242,7089,31127,6689,34520,9346,19188,23861,416
368,28823,14275,8738,9538,9586,7745,8242,7121,31303,6465,39321,8802,20324,24405,320
352,28630,14563,8514,9570,9186,7825,8354,7041,31223,6481,46763,9874,23781,23653,416
400,28727,14403,8722,9810,9506,7649,8274,7313,31287,6433,43306,10578,21893,24565,288
400,27990,14307,8546,9922,9490,7745,8370,7057,31175,6545,44970,11618,22325,25814,352
400,28679,14483,8674,9970,9746,7841,8354,7089,30871,6625,40505,11170,21445,24389,432
400,28502,14387,8626,9810,9666,7841,8322,7137,31111,6465,34184,11266,20869,25302,304
416,28374,14275,8546,9778,10002,7825,8466,7233,30983,6481,23445,9378,15283,21845,400
352,26582,13859,8642,9778,10018,7729,8274,7153,31175,6561,17972,5969,11298,17972,528
400,20869,13139,8626,9810,10034,8177,8402,7553,31079,7281,15203,4577,9794,16259,336
320,20965,12595,8594,10482,10066,8514,9122,8177,32215,7633,14275,6385,9538,15491,480
400,15395,11362,8145,11714,10034,8626,10434,8290,33832,7585,12307,5569,10562,16003,304
400,12595,11202,8450,11778,8866,8626,11490,8274,34520,7761,10930,5281,12499,15971,512
416,14131,11026,7473,11778,10082,9186,13411,9250,34760,7937,9906,5457,14979,16932,400
400,16852,11042,8738,11794,11602,9298,15923,12547,34632,8450,9522,4929,14659,16548,336
384,16980,11042,7777,11762,12050,10642,17316,15043,33032,8834,11570,7425,18228,19764,352
400,17556,11026,8177,12755,12739,11666,304,16692,31991,9538,14675,8177,28134,24037,336
400,12579,10914,7361,13283,13331,11778,18356,18916,32359,9522,22357,9922,37993,31031,320
400,17364,10946,10978,13891,13763,12691,19572,19412,32327,9858,20517,11490,43338,35112,384
416,18356,10978,11058,13875,13251,12819,20629,19396,31527,10002,21061,15651,55789,37337,352
352,20052,11090,10914,14115,14339,12723,21301,19476,31399,10146,22069,14979,46139,38505,320
400,20581,10994,11010,14147,14099,13155,21429,19460,31703,10146,29351,16259,56253,46827,464
352,20004,10946,10354,14275,13971,13587,22181,19476,31271,10066,26502,17684,56109,39833,336
336,20565,10962,8706,14275,13891,13331,22101,19460,31175,10210,29511,20436,55981,42474,512
368,21893,11122,8946,14275,13459,13859,22485,19892,31207,10370,26182,19508,56013,48299,384
400,22261,10962,9794,14115,14051,13987,22533,19540,30999,10290,26902,26262,56221,48923,336
384,22165,11042,10194,14243,14003,13971,22741,19844,30119,8834,28102,36136,56173,45771,384
384,21957,11154,11666,14131,15443,14243,22821,19860,28406,8177,31159,51788,56413,42762,384
416,22229,11058,11554,14259,16404,14387,23413,20260,27990,336,29175,53277,56029,40633,384
400,22149,10930,11346,14099,16468,14147,23621,20276,28102,432,28342,48603,56045,41322,448
400,21941,10946,11858,13923,17428,14371,23333,20372,28006,352,25174,36456,56013,41882,320
352,21909,11106,9906,14547,17380,14419,23573,20420,28022,352,23813,26790,55917,36776,320
416,21077,10962,5041,14627,17156,14227,23717,27206,28871,416,19236,19732,41546,30279,464
400,20789,10978,6897,14899,17220,14419,22661,27366,29911,10546,17812,18196,36889,26294,512
400,19252,10402,11154,14851,16836,14291,21397,27718,31255,352,15075,16868,25494,22853,320
400,18020,10258,11234,14435,15811,14355,17428,26886,34584,512,16259,20356,28839,24293,416
400,16051,9778,9650,14339,14387,14419,17284,26294,36312,416,16019,18084,21093,24565,352
352,15251,9058,10290,14051,13507,14499,15027,24565,38217,352,13219,18948,18372,21397,336
400,11778,8802,10882,15251,13523,14403,15123,23941,39017,416,13411,16388,15235,24790,464
400,11490,8802,688,14403,13475,14211,15667,23237,38489,336,15683,13971,16259,24598,480
384,12963,10594,13571,18500,12899,14243,18356,22453,34088,464,18580,15331,21957,34360,320
304,15219,12018,12387,18596,14419,14403,19028,24037,34344,384,22069,14003,22965,37785,400
416,10162,12771,14803,18436,14483,13971,19476,24309,33800,336,22997,13955,24165,40233,416
304,16516,13107,18884,18244,14883,14179,20485,24453,33304,368,20549,16452,25254,43210,336
416,17236,13555,19012,18900,14307,14227,20533,24261,32952,528,24966,21109,27878,45467,400
400,18052,13523,9346,18772,16323,14163,20549,24357,32551,352,26022,23093,28246,55213,448
304,18484,13731,18564,18884,16259,14355,21093,24501,31799,384,28342,20020,47275,51884,416
400,17124,13907,20645,19156,15811,14259,21413,24245,31879,512,25254,22405,53148,55005,528
384,17332,13907,21173,19348,16692,14499,21445,24357,31703,320,25286,25622,55997,54925,352
400,17476,13907,15363,19220,16115,14755,21925,24485,31959,480,24277,36696,56045,51740,336
432,17924,13907,17572,19252,16900,14659,21813,24405,31111,528,23509,55981,55853,45627,512
416,18484,13715,18068,18820,15811,14547,22757,24806,29879,432,21397,55789,42858,45291,304
480,18356,13811,19508,18996,16740,14787,22629,24886,29367,432,20420,56077,51836,48235,448
416,18436,13859,20228,18740,17812,14771,22709,24886,29063,528,22101,55069,52316,43866,352
432,17700,13859,20549,19012,17684,14643,22741,24886,28999,480,19060,44234,44458,39529,288
512,16692,13875,20420,18980,17284,14627,22533,24918,28855,416,18452,36424,50188,50316,176
384,16211,13987,19636,18964,16804,14675,22501,24758,28550,352,20693,38825,53004,46811,384
400,14995,13907,17972,19012,16932,14675,22741,24742,27846,352,22037,50156,49980,50012,352
384,13331,13891,18372,19140,16323,14867,22853,24565,28150,336,20805,52028,50844,50124,320
336,10386,13907,18452,19044,17988,14739,22821,24758,27878,272,23525,48283,54189,48651,480
416,15283,14003,18020,19108,18644,14803,22805,25142,27366,432,24662,55853,55789,55021,496
336,15043,14131,20228,19140,19540,14739,22837,24854,27222,432,26534,56077,55981,55133,496
400,17876,13955,19620,19108,19076,14739,22869,25254,27078,416,27846,55741,56157,55357,432
400,18052,13971,19572,19252,18772,14755,23045,25254,26886,432,27846,42810,55949,55437,400
400,18884,14035,18900,19156,18516,14723,23125,25110,26630,352,28871,54077,56109,55133,368
400,19204,14003,20180,19236,18244,14675,23141,24870,26390,400,28118,38985,56221,54893,432
384,19140,13955,19764,19412,18964,14707,23173,25318,26454,416,29447,47643,55917,55213,304
400,19396,14051,19844,19156,18916,14691,23061,25430,26438,432,25622,36296,55949,53901,320
400,19284,14019,20388,19204,19332,14691,23093,25494,26294,496,22741,25494,39257,38345,320
400,19076,13891,17876,19348,19140,14803,22373,25286,26054,400,18404,14083,25894,28166,336
416,19012,13411,7841,19300,18788,14707,21509,23877,28887,480,16996,12435,18932,26214,384
352,17444,12803,6849,17940,16259,14243,19076,24229,31063,11538,15555,13619,14371,24133,400
400,12963,12643,16259,18692,14403,13827,16852,20933,31719,448,16500,13779,12114,23717,304
368,14227,12226,12210,16884,12883,13251,14227,16820,32471,384,16067,11890,11906,23221,336
416,14547,12066,6913,16307,11394,12242,12130,13859,32519,416,16003,10066,11346,24565,304
352,14227,12130,8258,14355,10002,10914,10642,11106,32599,10002,15939,10034,10930,25926,336
448,13923,12050,7057,13587,9378,9986,9810,9922,32663,528,16948,13619,10418,26502,368
416,14483,12210,5937,12851,9058,9794,8674,8962,32984,9058,19396,16147,10674,27046,336
400,13763,12050,5441,11554,8866,8674,7905,8177,34104,8370,18388,16804,10162,27382,384
352,14035,12258,4481,10066,9138,8177,7617,7665,34456,8033,16147,25190,10642,26566,336
384,17364,12579,2112,9026,8770,9602,7425,7217,34792,448,20244,41146,12755,28550,400
368,18564,12627,5889,8930,10098,12419,7617,7105,34888,8258,18884,56141,20020,31383,320
384,19220,12723,7249,9042,13155,12723,9426,7137,34840,8386,20180,46123,19156,26982,512
400,17956,12611,6945,9874,12210,13491,11490,7713,34856,8658,21957,38633,22373,28951,432
384,21461,12707,6865,10210,14259,14131,13043,7713,33000,9234,25558,35912,23253,31143,528
352,20949,12755,7617,10626,16580,14291,13859,7473,33304,9506,22037,55693,22949,36905,320
320,22229,12531,8290,10642,16964,14467,14131,7777,33192,9906,20148,48907,18436,29511,496
416,22405,12419,7633,11042,19780,14563,13795,10274,34568,464,17732,36184,21429,25638,480
400,21125,12002,7905,11266,18932,14467,13507,11490,37385,352,15619,26806,19780,22917,320
400,20917,11522,8658,13491,16596,14211,13491,13699,40905,512,16227,22421,20645,22709,336
400,21413,11202,7601,15923,16179,14483,14355,16388,42346,10690,15779,19764,24517,24357,320
416,22085,11266,1776,17716,16612,14435,14643,20917,43722,11074,20164,20164,25318,29671,288
416,23269,11426,12291,18100,16580,14739,17668,24389,44058,11634,24870,22101,35160,33224,464
400,24069,12467,8834,17668,15971,14563,20308,25638,41722,12355,27750,22581,44122,40953,352
416,22549,12995,14611,18836,17092,14835,21285,26646,38921,12258,25654,39833,56173,43242,400
416,21461,13091,16003,18836,18484,14547,23157,26598,36168,12579,26758,42202,55837,41018,400
416,24453,13331,15363,19668,19412,14659,23141,26006,34200,12755,29591,55021,55757,42954,320
384,24774,13811,14707,19604,21205,14739,23957,26326,31015,12835,27158,41162,55853,42170,336
384,24790,14163,14755,19940,21733,15027,24261,26198,30903,12835,29239,45355,56381,47595,352
416,23077,14163,15811,19892,21733,15027,23989,26454,30743,12627,35592,38697,55837,49003,400
416,23765,14515,16163,19876,21861,15107,24021,26278,30247,12707,38521,40169,56365,36568,304
352,24630,14531,14035,19876,21909,15043,23941,26470,30135,12547,33624,41162,55789,35016,400
352,24646,14403,13155,19684,21573,15027,23941,26438,29479,12483,30311,52204,55517,30391,320
416,24806,14579,14323,19620,21877,15123,24117,26262,29655,12579,24886,42458,55837,35608,512
416,24918,14435,13587,20276,21669,15107,24277,26294,29159,12691,25030,40409,56029,37225,320
416,24886,14419,11698,20052,21957,14915,24229,26646,28855,12675,26838,37065,56269,50396,400
352,25094,14467,11394,20452,21589,15027,24261,26214,28871,12883,26630,28967,55901,54717,416
496,23989,14531,18004,19716,21541,14947,23589,26390,28967,12755,34152,40761,56077,55485,352
480,24501,14675,16724,19988,21669,14899,24838,27222,28695,12691,37817,36376,55917,54877,320
432,24549,14627,12242,20452,21509,14995,24886,27238,28695,12947,35704,44394,55885,55181,400
400,24565,14547,15123,20485,21893,15011,25046,27622,28326,12739,30983,34248,56173,54877,384
352,24565,14579,16083,20196,21925,15155,24886,27622,28486,12787,32039,39209,55773,55245,480
384,24565,14531,14419,20549,21973,15075,24934,27494,28134,12675,26902,30375,55885,54973,352
400,24598,14739,16756,20693,22133,15155,25046,27414,28054,12931,25478,40345,53020,55181,352
480,24565,14579,13987,20677,22021,15267,25030,27830,28182,12867,26710,35880,44874,55245,400
368,24405,14659,14883,20436,21941,15059,25222,27446,27702,12915,34360,35768,51644,55277,512
400,24565,14675,16388,20533,21861,15187,25350,27478,27318,12947,30823,37849,42810,48395,496
384,24565,14547,16564,20533,21909,15043,25126,27702,27350,12947,26950,30359,36424,45339,304
400,24662,14627,15315,20629,21909,15027,25142,27734,27270,13075,26502,21413,29415,34440,544
400,24598,14755,16660,20645,20436,14947,24069,27126,26822,12611,18468,14243,20164,28422,304
384,24357,14163,10242,20100,19844,14595,22469,26374,29255,11954,16820,13571,16163,27238,528
352,19412,13491,12002,18740,18980,14515,21893,26054,32776,11858,15811,13507,13475,26438,416
384,17092,13315,14739,17108,16916,14115,20693,23781,34760,11442,16275,13283,11922,26822,304
352,13971,12963,15555,18836,14355,13907,18964,17780,34584,10242,14307,10546,10338,28502,416
400,13795,12739,10882,18660,14051,13107,18116,17572,34760,11170,11618,8177,11250,31271,512
400,13475,12226,9826,18084,13315,12947,17220,15315,34648,576,9778,7521,12819,33448,336
368,13971,12018,11538,16836,12771,12387,16596,13091,34568,11010,12226,6849,13203,34296,336
400,13891,12194,10946,16772,13027,12130,15843,11298,34872,10322,13843,8802,13875,35208,432
384,13763,12114,6961,15779,13651,11954,15027,10818,35000,9826,10018,8177,13507,33576,304
400,13779,12194,10210,14851,13267,12098,15251,10722,35080,9794,10914,12050,13411,35208,320
416,432,12210,12018,15027,13987,13363,16035,11074,34744,9698,10450,14659,16916,29495,416
352,9362,12082,6961,18276,13587,14611,19172,17204,37833,9746,15139,24405,26918,29255,432
416,15075,12098,8898,18564,15187,14547,20084,19268,40649,9954,19588,27078,27398,28502,336
384,16436,12178,7249,18868,15763,14595,21125,20885,40409,11570,17476,32391,46379,34376,320
416,16900,12114,15939,18340,16932,14675,22533,23685,38441,384,19140,33128,48459,38585,272
352,16804,12210,15427,18964,16436,14755,22885,23989,38217,496,15827,32824,43178,29943,416
352,16836,12082,15747,18852,16932,14883,22981,24549,37929,512,14163,30775,46859,32391,352
400,16548,12226,16339,18996,17988,14915,23397,24261,36905,432,15891,34920,49003,34696,352
384,16516,12291,16804,19044,17364,14643,23845,24485,34616,336,18084,41146,49228,37337,480
384,16484,12258,17172,18948,16996,15027,23909,24982,34664,416,13107,35512,30375,24517,320
416,16612,12355,7329,18948,16227,14611,22453,23749,34600,512,13907,32615,24069,19492,336
352,14099,12242,10386,18596,16484,14115,20324,21717,37177,304,17252,29111,20068,18532,496
304,16948,12066,10402,18276,15587,14131,19172,21029,37961,336,15891,28839,20949,25862,336
384,19044,12627,12835,18660,15427,14275,20436,20292,36488,480,16900,28887,25910,32471,384
416,20901,13171,6193,20100,15715,14419,22357,22501,34024,400,23301,25846,26454,34088,496
400,20629,13619,16788,20485,15331,14659,22997,23525,31687,512,28454,36520,32007,36840,320
400,20581,14195,15011,20629,14643,14563,23573,23381,30727,304,34648,38953,51868,43290,496
400,20228,14387,16099,20485,17108,14531,23701,23973,30311,336,33128,40105,55389,45707,336
416,20404,14547,16468,20613,17668,14579,23749,24485,29415,352,30087,36440,47403,46603,432
400,19732,14499,15779,20725,17620,14691,24005,24565,28486,352,32039,34072,44298,42730,416
384,17620,14723,14707,20581,17940,14563,23877,24742,28679,512,33064,49500,56141,53693,336
400,18324,14691,14291,20629,17844,14563,23765,24501,27782,400,32792,55725,55885,54989,416
400,19604,14723,13811,20565,17748,14579,24069,25174,27366,3264,39113,45067,55709,55085,304
352,20709,14611,14259,20741,18340,14643,24229,25158,26550,1360,39561,52924,52220,48107,304
352,20452,14771,12979,20837,19556,14675,24261,25126,25446,2208,30535,45723,47915,53821,400
400,19332,14419,13155,20581,20308,14867,24085,25638,23365,12691,27734,36184,38313,40633,336
416,17732,14515,13843,20741,18772,14531,24005,25510,20709,12771,28951,40793,38425,52364,336
352,17460,14563,14131,20436,23429,14547,24053,26934,19428,12755,28054,40073,38569,54957,336
400,17876,14611,16516,20581,23461,14659,23765,27078,18516,12835,33160,56157,38921,55245,480
416,17028,14355,17716,20629,22997,14787,24069,28550,18388,12851,34568,55709,45723,51788,320
336,16035,14307,17988,20677,23653,14803,24085,28759,18084,13187,40217,56109,55981,55085,320
400,15699,14163,17604,20693,24598,14771,24101,28695,17764,13043,43018,55949,55789,55437,336
416,15795,14211,17892,20581,25174,14595,23989,28983,17300,13187,43594,56221,56045,55213,336
400,16099,14563,18484,20581,24838,14771,24149,29111,17316,13123,38665,55837,55917,55117,352
352,16083,14403,17636,20757,24790,14867,23941,29255,17220,13027,47899,55725,55869,54973,512
336,15763,14403,15827,20789,24854,14979,23701,29031,16900,12995,47435,56173,56141,55309,416
400,15699,14611,13891,20757,24982,14931,23941,28230,16884,13219,55773,56173,55949,54893,320
400,16404,14515,12515,20629,25014,14851,24021,30135,16852,13187,43322,56253,55885,54925,512
416,16548,14611,14755,20645,24870,15043,24021,30855,16772,13107,45963,55885,55965,55021,480
400,17236,14547,17668,20645,25078,14915,24101,30567,16708,13139,44058,55709,56221,54941,496
416,17220,14595,15795,20773,24854,14899,24053,30535,16772,13027,38281,56141,55709,54941,304
304,17332,14499,16724,20789,24950,14739,23957,30791,16660,13075,37737,55789,55965,55245,400
320,17172,14563,16676,20725,24982,14851,24037,30727,16708,13203,35768,55965,56029,55053,352
416,17428,14691,16323,20629,25014,14867,24197,30887,16708,13187,37673,56029,56109,54861,320
336,17236,14563,16708,20757,24966,15027,24085,31335,16676,13155,31543,55853,55965,55341,304
464,16980,14627,17092,20773,24966,14947,24245,31431,16644,13123,29831,56349,55997,55213,416
352,16964,14595,17188,20613,24934,15043,24117,31527,16692,13155,28070,56029,41242,55421,320
480,16820,14563,17284,20629,24934,14915,24133,31511,16676,13107,27942,55965,49388,55229,304
416,17028,14723,17284,20565,24982,14867,24133,31559,16676,13251,30007,55997,55773,54941,336
416,17044,14739,17108,20581,24982,15075,24149,31511,16692,13219,31767,55789,56221,54749,432
336,16980,14627,17204,20452,25142,14915,24197,31575,16676,13203,31943,55757,55101,54941,352
416,17204,14723,17316,20501,25014,14771,24261,31847,16660,13219,31239,55789,54973,55325,480
416,17236,14739,17284,20677,25014,14835,24261,31895,16644,13187,34792,55709,56285,55213,400
400,17236,14611,17364,20308,25078,15027,24373,31527,16772,13091,45675,56013,56333,54813,384
416,16868,14563,17316,20340,25014,14787,24133,31623,16580,13251,48027,55821,56045,54925,304
400,16067,14579,17572,20533,24902,15027,24277,31623,16628,13107,47531,55869,56093,54973,384
352,16099,14723,17460,20372,24982,14995,24277,31783,16612,13075,43610,55965,47387,54877,320
400,16388,14595,17252,20436,24998,15027,24277,31751,16564,13091,56157,55837,54925,55213,480
400,16804,14611,17284,20388,25142,15043,24293,32007,16692,13267,55677,55789,56221,54925,352
416,16788,14723,17236,20629,25014,15027,24389,31751,16644,13251,52076,56093,55789,54989,400
400,16468,14675,17396,20501,25270,15091,24357,31783,16692,13107,46811,55997,56077,55437,496
288,16548,14643,16724,20501,25158,15139,24325,31959,16724,13027,43210,56285,56061,55213,400
384,16676,14675,16452,20436,25062,15027,24213,31991,16676,13139,39017,56205,55917,55085,448
400,16003,14563,16868,20533,25014,15171,24213,31719,16724,13075,30103,42090,37337,54941,352
384,17860,14531,9266,20388,24998,15171,23797,30759,512,12947,26422,24133,28070,39129,416
400,17700,13747,11058,19924,19092,14723,22053,29239,464,12851,26694,16724,22869,37721,336
400,17380,13059,14627,17940,19588,14483,20068,25574,22421,12371,23605,12819,17012,39913,320
304,14947,12851,9010,16868,12835,14115,14355,19524,25414,11602,23781,8898,16179,40137,464
384,15107,12723,10050,16516,12675,12643,12963,17220,28134,11570,23253,10290,18276,39273,336
352,11650,12194,9250,13731,3264,11394,11810,14147,30855,11042,22533,14883,20180,37673,512
400,12579,11826,6625,14531,9170,10834,10658,11682,33592,9394,20517,17732,19844,36552,256
464,9906,10434,8546,13555,7889,10082,9682,9986,34456,8882,20356,22117,19220,34920,336
416,12419,10066,6865,11874,4833,9698,8706,6225,36312,8722,20677,24085,17780,33864,304
352,12771,8578,4881,10322,6305,9522,7889,7841,37417,7841,20549,26246,15251,31495,288
480,10530,5697,6801,11154,5633,8642,7233,6945,40953,7089,20629,27302,13155,30599,288
400,12130,3712,7569,9634,4129,7873,6945,5777,41866,6497,18852,25926,11442,27462,480
416,11954,2912,7505,9218,4961,7361,6993,5185,43226,6113,18180,23589,10194,25430,352
384,11970,2736,7745,8914,4689,7041,6977,4817,43658,5633,16516,22469,9106,23941,336
400,11794,2400,7585,8834,4529,7121,7089,4577,44330,5425,14851,20565,8514,22213,336
400,11682,2352,7585,8914,4753,7009,7089,4529,44202,5345,13139,19988,9010,21333,304
352,11506,2528,7601,8962,4785,7009,6977,4513,44314,5153,12178,17300,9298,18532,336
400,11890,2560,7633,8914,4865,7233,6929,4657,44570,5201,12387,15043,9106,16836,464
400,11858,2672,7729,9010,5121,7057,7041,4481,44266,5281,13107,14803,9442,16131,416
400,10898,2800,7745,8946,4689,7105,6945,4497,44522,5473,12387,12435,9362,14851,464
