channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15
384,19156,13651,15331,18260,16067,13747,20036,19108,16996,11538,35976,19156,38537,51228,400
496,19348,14115,14739,20132,17284,13891,21893,19988,15587,11074,36873,27846,42378,53869,336
416,18948,14419,16644,19876,18708,13811,22485,19540,14899,11490,33752,25702,37145,48795,464
400,19284,14387,18324,20020,16772,13875,23045,20260,14915,11602,36424,24565,37609,47787,336
400,19476,14371,18244,20068,16708,13843,23237,20244,15027,11458,36360,30855,40729,49164,384
544,19396,14515,18180,20292,20324,13923,23941,20228,14915,11586,35096,31015,47835,51820,304
416,19508,14515,16948,20260,20933,14051,23845,20741,14819,11490,32391,37049,39705,50508,320
400,19428,14387,15779,20244,21317,14147,23829,20885,15011,11666,28855,32199,40953,50588,400
400,19236,14531,17076,20276,21765,13987,23893,20725,15043,11666,27814,26726,38425,49884,480
384,19092,14467,15891,20276,20709,14019,23813,20805,14835,11666,25958,28791,43370,55149,496
352,19284,14547,12627,20276,21317,14211,23941,21093,14707,11602,26726,37337,50924,54861,352
400,19396,14563,15075,20436,21381,14195,23829,21221,14611,11682,29207,45675,56141,55341,336
352,19348,14419,14051,20260,21349,14291,23957,20148,14467,11410,33992,52236,55949,54861,448
416,18724,14419,17172,20244,21829,14243,24229,19924,14451,11522,39545,55821,56109,54973,400
400,17588,14371,14259,20116,22837,14179,24197,22245,14355,11586,46203,56205,55725,54893,384
352,17092,14291,13011,20228,22901,14291,24261,23125,14243,11522,41626,49468,55821,54845,320
400,18052,14227,14195,20068,22933,14211,24405,23477,14227,11538,35864,55661,54061,54973,304
384,18260,14275,14979,20100,22757,14227,24389,23477,14291,11538,45579,55869,56045,55069,496
384,18196,14355,13971,20308,23045,14211,24373,23445,14131,11586,46539,55725,56157,54925,512
384,18084,14403,12979,20148,23125,14227,24309,23701,14307,11698,39177,55997,56125,55053,352
416,18100,14291,14803,20404,23173,14179,23989,23701,14019,11666,37049,56093,55885,55293,464
384,18308,14259,15043,19956,23109,14339,24229,23589,14163,11666,33704,56189,55981,55229,336
400,18180,14291,15155,19732,23317,14243,24085,23573,14179,11538,31975,55949,55853,54973,384
400,18068,14227,18660,19988,23717,14195,24037,23701,13827,11442,37993,56349,55821,55181,352
384,18068,14291,18868,19908,23733,14227,24213,23781,14051,11794,30135,50220,39769,54989,304
384,17844,14035,18932,19892,23717,14211,23781,23957,13971,11474,23349,30615,27558,54925,416
304,17748,13539,13987,20116,21509,14019,23077,20885,448,11234,19236,18212,20116,52940,304
400,16884,13251,16756,19924,20052,13683,21829,20324,464,11186,14163,10178,16452,48571,464
400,14355,12547,15251,18676,18884,13347,20388,19236,608,11298,13267,10530,14483,43818,432
400,14611,11586,13523,18196,15491,13075,18836,19604,464,8882,12002,8194,12339,38537,320
400,15251,11698,11746,18116,15875,12755,18196,18260,17524,9106,12114,8754,10626,33304,352
400,14803,11746,15123,16468,13507,12515,16916,17028,19588,9698,12515,9666,9826,28679,512
272,13747,11394,5761,16740,13699,11810,15539,15331,23413,9938,11794,11042,8418,24485,512
464,12835,11426,11442,16548,13075,11538,14211,14595,24565,9826,10658,12867,7921,20228,304
400,12755,11618,11458,14147,12371,11154,13731,12979,25350,8754,11314,13523,8177,18708,320
400,12595,11538,10194,14691,10914,10498,13203,10626,28006,9298,13107,14851,8402,18148,304
496,11554,11346,10066,13987,11314,9602,12467,9794,29415,9346,16083,13891,8498,16468,304
352,10914,11378,8274,13235,10738,9762,11858,7937,31015,8978,14227,13747,8177,16420,400
352,10882,11474,8610,11842,9250,9634,11234,7505,32167,8402,17716,12595,8594,16724,496
368,11202,11666,6561,10658,8177,9282,9762,6401,34280,7841,17460,11794,8882,17684,512
400,11634,11474,5009,10050,6705,8210,8738,5713,35768,6417,17812,13155,8818,19508,336
400,12883,11474,4673,7473,6273,6625,8161,4401,39225,4945,16291,12675,8802,20260,336
416,14227,11426,3184,6657,6369,5665,7825,2816,41034,3072,19252,11362,9266,19332,512
384,512,11346,6913,6689,6561,4913,7681,1824,42282,1856,16740,10434,9122,18084,416
416,416,11394,7249,6177,6785,5025,7633,1792,42410,1760,14419,10114,8994,18180,416
400,368,11330,7393,6209,6529,5313,7489,1696,42202,1968,12034,7217,9298,15939,416
400,10962,11330,7617,6241,6785,5921,7649,2528,42298,3328,12162,6065,9506,14867,320
400,10850,11346,7489,6401,6561,6689,8001,5457,42218,5329,12515,5409,9410,14387,480
384,12098,11346,7505,6721,7025,7297,8514,7377,40233,6513,11154,5025,9666,13811,320
400,13667,11266,7681,9202,7761,8706,9298,9410,38617,7809,11362,4321,9746,13651,304
384,14051,11394,8322,11186,9570,9378,10866,10018,34344,9138,11554,4016,9522,13251,400
400,14595,11314,8738,13827,10034,10066,12515,11346,27942,9250,10610,4689,9746,15027,288
400,12707,11346,10498,14563,13107,10594,17076,11842,24565,9634,12851,7265,10802,17908,496
416,12723,11410,2384,15459,13779,10834,19124,13795,18948,9330,15667,5825,12258,18756,416
416,13059,11474,10962,17860,14339,12114,19924,16179,17732,8610,20981,7345,19076,25558,224
352,13091,11938,15427,18180,16147,12707,20773,17556,448,10274,27414,8161,19124,29367,512
400,13379,12451,18180,17236,19076,12995,22037,18756,16019,10578,39369,12291,19748,33976,480
416,14627,13203,13523,18260,19428,12995,22805,19188,15155,11394,32711,15059,26390,44970,416
400,14483,13507,15699,18532,18772,13139,23573,18436,14867,11186,33768,17204,27142,40505,416
400,14643,13555,16724,18596,15251,13283,23733,19044,15091,11618,37945,19172,31047,40409,352
400,14563,13763,16532,18916,15235,13203,23893,20276,15203,11618,42938,20452,30903,41306,464
400,13619,13891,17076,18756,20388,13395,23973,20485,14883,11666,49708,24630,31751,40473,512
400,14227,14003,16580,18772,21013,13507,23989,20533,14947,11474,50636,19700,34600,35528,336
384,15251,14163,16772,18884,21845,13491,23221,20629,12995,10946,47595,18692,43546,47883,256
400,14915,14611,15667,19940,20757,13395,22597,20436,14083,11490,55325,17060,38169,38041,464
352,15043,14611,16916,19956,21429,13459,22069,19988,15587,11522,51356,13203,33368,35288,352
400,14803,14483,18436,19924,22229,13379,22581,19620,15859,11490,51180,19940,49051,54221,336
400,14563,14675,18004,20068,21765,13571,22053,19492,15891,11426,55581,20885,41434,53981,384
384,16452,14851,18180,19604,21829,13459,22469,19028,15875,11442,46091,14435,36008,47131,320
384,16740,14691,18260,19604,21525,13507,22613,18980,15715,11410,42522,20164,38665,44346,400
416,16692,14723,17604,18644,20741,13507,22437,19364,15667,11410,36520,26726,53453,43898,288
384,15539,14787,16179,19044,19204,13395,23093,18948,15315,11314,37177,31751,55757,54989,352
416,14915,14691,12130,19380,18372,13443,23237,20100,15091,11474,38169,54845,56221,54989,320
400,14899,14755,8882,19220,20452,13379,23685,19924,14899,11506,40057,56221,56045,55021,416
384,14723,14643,11346,19348,21653,13523,23909,20244,15059,11346,45659,56141,55821,55181,352
400,14867,14835,11282,18980,22597,13587,23653,20180,14947,11298,41882,56237,55981,55213,320
416,14947,14819,11842,18756,23013,13539,23813,20276,15091,11170,32679,55789,56013,55069,352
400,15011,14691,16548,18916,23061,13491,23781,20100,15123,11410,33208,56125,55821,55133,336
400,15011,14643,14211,19028,23301,13571,23957,20308,14915,11234,31031,55853,55789,55021,384
416,14995,14739,17092,19012,23269,13731,24117,20132,15107,11442,37641,55837,55741,55149,320
400,15171,14659,15363,19012,22373,13763,24149,20276,15139,11522,33096,56093,56045,54749,432
416,15187,14851,16291,19140,22981,13619,24149,19332,15107,11522,30311,55901,55917,54845,320
400,15027,14675,16035,19092,24149,13619,23957,19796,14899,11426,22421,54589,42122,40281,320
368,15363,14291,17684,18692,21333,13651,432,20180,15363,11282,17444,33112,28310,31079,320
320,13779,13523,14819,18692,20100,13187,21525,19092,16067,9474,15251,20917,21349,26918,352
480,14771,12867,15459,18740,17812,12627,20020,19396,480,10306,13603,13395,17028,25046,320
416,13971,12339,15091,18484,16420,12467,14099,18596,19140,9682,12675,8466,12803,23957,320
384,15299,11826,12867,17476,16740,12387,16820,17412,19636,9906,12803,6977,10658,23221,320
336,15395,11858,14371,17348,15411,12066,16548,16772,20116,9698,11074,7569,9650,21941,464
384,15219,11842,15603,17300,16147,12034,16788,16307,20741,10290,12611,8177,9666,20869,416
400,15251,12002,16099,17444,16083,11922,16484,16323,20501,10402,12435,9378,9538,19524,512
352,15427,12002,15699,17204,15587,12178,12979,16468,20356,9570,14371,10818,17476,28054,352
400,15299,12066,14147,18452,15987,12499,19012,16628,16836,9650,21637,12707,25014,35080,384
400,14291,12611,12755,18564,16996,12803,21733,17364,16884,11346,25606,17092,26006,34232,400
400,15059,12771,18948,18708,18356,13027,23301,18868,16099,11442,26150,23957,39641,42458,336
400,15187,13251,16980,18628,19348,13459,23557,18500,15347,11970,26806,27206,45867,55197,384
400,15283,13379,19204,18964,21125,13539,24229,19460,14947,11474,28118,35288,55901,55117,368
400,15363,13555,20356,18932,21765,13635,24309,19396,14899,10802,28230,35112,56205,55069,336
400,15155,13587,20677,18948,21829,13763,24277,19908,14899,11298,32952,54365,55949,55181,416
400,15395,13619,20837,19028,21957,13619,24565,20372,15155,11906,28743,55965,56237,55053,416
400,15315,13715,20501,19092,22405,13731,24726,19812,15299,12066,32071,55757,55917,55229,416
400,15251,13683,19764,19092,22101,13747,24582,20933,15075,12194,31511,56125,55901,55261,432
448,15363,13699,20036,19092,22245,13843,24630,20292,14931,12307,34920,55917,55981,55181,512
368,15299,13795,19636,19156,22613,13891,24742,22533,15059,12258,33800,55773,56397,55101,288
400,15155,13811,19604,19028,22261,13795,24790,22341,14899,12291,36184,56109,56125,55213,480
416,15283,13715,19492,18996,22421,13779,24870,22693,15059,12130,39305,55741,56237,55021,336
400,15267,13763,19348,18740,22213,13891,24918,21861,14979,12114,43418,55997,56093,55197,384
416,15171,13619,19172,18884,22213,13907,24774,22293,15059,12130,36776,55773,56141,55229,400
352,15219,13875,19028,18948,22277,14035,24886,22629,15011,12114,34600,55821,55981,55085,336
400,15107,13763,18404,19012,22021,13955,24582,22405,14947,11842,33240,55901,55853,55213,320
432,14995,13715,18724,19092,21861,13987,24726,22453,14979,11874,27462,56269,55997,55197,320
416,14851,13923,19204,18948,22453,13875,24742,22613,14899,12050,29655,55949,56109,54893,416
400,15027,13859,18004,18980,22341,13971,24662,22965,14979,11970,28214,55661,50140,55133,336
416,15139,13843,18612,18980,22085,13859,24966,23029,14947,11970,28262,55837,56125,54797,384
400,14867,13651,18500,18916,22149,14067,24822,23045,14899,12114,27222,56109,55821,54973,400
416,14947,13699,18404,18900,21765,13987,24774,22789,14979,12114,29399,55885,56141,55181,240
400,14947,13731,19332,18836,21941,14115,24742,22725,14899,12002,30439,56109,55965,54909,512
320,14819,13715,19412,18820,22357,14083,24726,22165,14947,12114,27974,56381,45723,55165,464
400,14963,13699,18868,18964,22229,14019,24758,22581,14899,11954,22965,40409,40905,54765,432
480,14659,13731,18852,19364,22613,13987,24598,22437,14915,11970,18004,23621,25702,47099,416
400,14611,13075,10194,19364,20821,13603,23365,20036,4369,11234,16211,14739,18756,40473,512
416,14771,12755,16900,18916,20869,12803,21477,19604,5217,11330,14787,10002,14275,37177,352
400,14035,11810,13283,18660,20276,12595,20308,19972,16932,10658,12851,7649,12931,33720,320
416,14515,11842,13923,18660,18964,12675,448,19380,18116,9890,11682,5937,13155,31287,480
416,13971,11874,15075,17236,14995,11970,17796,18836,18948,10722,12226,3344,14371,29623,448
400,416,11842,14755,17348,16804,11842,17620,17908,19252,10706,10834,2784,14003,29751,336
400,1104,11826,14643,17348,16900,11874,17716,17380,19268,10786,10546,2128,13347,29527,320
400,816,12050,14547,17108,16756,12066,17604,17220,19284,10338,10930,3840,12355,29575,384
400,14435,12002,13363,16772,15811,11810,17444,17092,19476,10626,10482,5393,11346,28887,464
384,14611,11842,10194,16436,16035,11458,16868,16916,19396,10578,10386,8033,9938,29271,304
416,14051,11922,14467,16291,14179,11538,15827,16452,19652,10178,9538,10690,8802,28070,320
400,336,11714,15059,16147,15027,11602,15971,16163,20228,10386,8834,13059,8177,27270,288
416,448,11842,15139,16259,15491,11474,16147,16099,20436,10322,8962,15251,8610,25814,336
384,336,11618,15379,16131,15539,11538,16019,16259,20308,10338,8033,17636,10018,25334,304
384,464,11618,15603,15507,15715,11650,16195,16323,20581,10402,7313,18948,11122,24133,400
416,14227,11666,15779,15619,15587,11538,16051,16259,20517,10498,7153,19908,12707,23381,352
352,14579,11634,16003,15923,15171,11618,416,16259,20468,10402,6177,20533,14227,22997,464
400,13715,11618,14675,15331,14051,11538,352,15955,19524,10322,7137,23189,16083,21477,352
400,13987,11490,15011,14243,16355,11538,16420,15699,18532,10450,8194,21253,17156,20276,272
304,13235,11586,15923,13987,16339,11666,13619,15651,13171,10322,8466,21013,18612,18068,368
384,16596,11554,15411,13827,15523,11714,17572,15859,19412,10386,8194,19892,20100,15779,512
384,19620,11922,15331,13843,15955,11714,17348,15811,19332,10386,8177,18052,21829,13827,400
400,20004,11906,9634,14131,16307,11778,16868,15747,19220,10418,8706,15891,22885,13619,416
384,20693,11874,14339,14387,16323,11586,16580,15747,512,10594,10802,13443,23493,12867,400
400,21605,11618,14595,14275,17044,11602,15923,15763,19524,10498,14083,10898,23301,12531,400
512,23301,11218,13523,13987,16964,11618,15939,15555,19204,9970,15747,8194,23717,12659,288
320,23445,11170,12947,14115,16964,11826,15715,15923,19284,10002,17076,6481,23733,13395,416
400,23637,11218,13651,14035,16564,11666,464,15651,19636,10050,17396,5409,24469,12323,416
368,24533,11362,13059,14355,16900,11666,15651,15555,19268,10082,14659,4064,24902,12242,384
400,24453,11106,13187,14259,16404,11538,15363,15523,19588,9922,11970,3344,25062,11586,336
384,24277,11074,12467,14355,16612,11554,15715,15331,19780,10002,14083,2784,24838,11490,352
384,24277,10850,11362,14515,15875,11362,15395,15379,19588,10034,12114,2016,23989,10626,416
400,24085,10498,11282,13539,16083,11314,15235,15123,19684,9986,10114,1760,22821,9874,336
400,23461,10098,12563,13267,16163,11426,15171,15203,19236,10034,9634,2240,21637,10162,496
384,22373,10002,10130,13347,16484,11586,15827,15299,3824,10114,10050,3616,20741,11138,384
416,21541,10242,9266,14035,15187,11458,15747,15427,19316,10338,10498,3440,19476,10626,336
384,21333,10130,7073,13603,14467,11442,15827,15203,19300,10514,11074,4513,18196,11074,336
384,400,9938,7473,13603,14867,11618,15539,15251,19220,10578,11266,3504,16676,10994,384
400,15507,9986,9858,14211,15299,11650,15699,15075,528,10690,12595,3200,15299,10562,336
416,18212,9922,11394,14483,14195,11602,15523,15123,19380,10626,12707,3712,14243,11586,480
400,12307,10114,12226,14483,14739,11570,15795,15171,19268,10530,14611,3936,12819,14419,464
400,15635,9954,7521,15827,14371,11586,17156,15043,18996,10882,14147,4433,11922,15379,336
320,15875,10418,14339,18404,14067,11746,18468,15459,464,10674,17268,5585,12931,21845,192
384,15635,10882,17300,18580,14291,12210,20565,16468,464,11602,19524,7857,15219,25750,304
320,14387,11906,12723,18884,16051,12643,21717,17092,784,11554,29623,8802,20517,33688,336
352,14819,12419,15123,18500,16307,12771,22357,17540,16708,11458,37257,11714,28486,39465,320
400,12643,12707,14867,18708,18324,12595,22949,17636,16388,11730,35736,17844,36008,48059,336
352,15699,12963,17172,19028,19012,12883,23653,18020,16179,11570,38553,18996,39241,48779,400
400,16868,13139,17108,18916,18468,12931,23509,18612,16195,11458,38169,23685,47307,54861,336
384,17444,13091,18084,18820,19876,13187,23797,18356,15971,11426,38713,32904,39513,55101,464
480,17636,13075,17988,18852,20533,13187,23733,18564,16003,11714,37433,40953,51100,55181,288
400,18020,13251,18916,18948,19860,13331,23765,18596,16003,11170,33448,33320,53277,53709,352
352,18516,13347,20196,19124,19284,13187,23701,17892,15747,11554,29719,43146,54253,54989,304
416,17428,13363,20468,19012,19460,13187,23701,18484,15747,11554,29511,34760,49164,54861,352
400,17044,13283,20324,18964,19732,13235,23861,18660,15907,11714,29895,37481,55837,54637,352
400,15779,13427,20196,19172,19876,13251,23909,18484,15875,11586,29319,40553,51564,54845,432
384,16452,13379,20180,19124,19764,13235,23733,19076,15907,11730,31639,44058,56013,55373,384
400,16580,13395,20276,18868,19940,13411,24085,18180,15651,11794,27878,50668,47067,55117,432
400,11666,13395,20292,18756,18644,13363,24053,19844,15715,12050,28807,54221,55885,55005,480
384,11826,13283,20148,17924,18948,13283,24165,20565,15635,12018,32071,55901,56013,54957,304
416,11074,13411,20004,18612,21893,13363,24261,20965,15667,12210,35768,55757,56221,54877,304
320,12691,13411,19332,18580,21893,13331,24213,20933,15459,11858,36392,56045,56221,54989,320
400,18500,13475,17732,18596,21925,13379,24133,20677,15315,11970,31175,50748,55885,54893,384
384,19012,13571,16692,18580,22277,13475,24405,21221,15347,11986,32295,46635,55677,55261,336
400,18756,13555,16964,18596,22549,13507,24565,21941,15523,11858,34552,55645,55821,55069,384
416,18948,13539,18164,18676,22037,13475,24325,22277,15395,11954,35784,55885,56125,55053,336
352,19124,13555,18788,18804,21877,13619,24565,22661,15283,12050,34264,55885,55981,55053,384
400,19364,13507,18852,19012,21397,13603,24565,22773,15171,12066,33160,56077,55949,55069,320
400,19284,13523,18452,19012,21957,13555,24565,22869,15075,12082,34904,55709,55917,55117,496
384,19364,13571,18996,19188,22149,13651,24565,23013,14979,12098,34840,55821,55901,55437,304
304,19956,13507,18644,18964,23461,13667,24357,22997,14867,12194,37017,55773,55965,54893,352
464,19588,13507,18340,18884,24101,13587,24293,23429,14915,12066,39209,56285,56285,54861,512
400,19860,13491,16996,18948,24021,13715,24501,23877,15027,12210,40025,55949,56173,55149,448
400,19860,13587,18836,19092,23733,13731,24565,23589,14899,12114,34568,55789,55837,54957,320
400,20004,13459,19124,18980,24165,13747,24453,23573,14899,12098,30567,56013,56093,54941,320
400,19540,13539,19300,19012,24117,13955,24565,23589,14883,12130,31943,56125,56221,55165,448
400,19588,13619,19364,19172,24101,13747,24598,23621,14675,12226,29767,55821,55709,54957,416
432,19764,13475,19220,19156,24421,13731,24646,23685,14931,12194,24582,36840,31783,55261,256
416,19396,13283,4753,19076,23333,13571,23845,22389,14915,11506,18356,21925,21413,51852,320
400,19556,12547,5073,18948,19924,12899,22949,18884,544,9522,17172,13987,16307,49228,320
384,7441,11874,13491,18644,18436,12355,22037,19476,608,7761,16900,10594,15443,47147,384
416,18692,11778,11234,18548,18852,12451,19124,19236,17124,11490,14467,7473,13795,46507,512
384,16404,11570,15203,18276,16996,12066,10290,19412,18116,11010,12291,8145,12979,44570,320
320,17092,11522,15667,16612,16484,11874,17716,19332,18660,10706,10866,9250,11186,40713,544
384,16660,11570,16099,17332,16564,11810,16852,18724,18868,10706,12082,11954,10674,38665,304
400,17156,11442,11714,16291,14691,11266,15459,17140,19252,10418,12787,12963,9906,35320,384
416,15283,11362,9218,15331,14083,11202,14723,16436,19684,10402,11394,14579,9106,32856,416
400,15251,11314,10034,13379,13475,10642,13587,15379,21765,10546,11874,16307,8898,30279,352
400,14899,11474,11538,13555,11698,10754,13123,13379,23573,10306,12210,17220,8370,28262,384
400,14947,11426,9026,14483,10786,10658,12771,12194,24854,9922,11618,17620,8242,26518,432
384,15011,11474,10146,14355,9346,10690,12419,11106,25654,9090,11410,17220,8322,25302,336
400,14867,11346,11010,13555,9618,9698,12018,10034,26918,8994,14851,17908,8466,25350,320
368,13443,11042,10306,12931,8578,9698,11282,6625,29607,8129,16051,18820,9282,24357,400
416,13747,11138,7617,11666,6945,9762,9906,5633,33112,7265,19556,18324,9794,24501,320
352,14851,11010,5777,8306,6305,8177,8177,4305,39081,4881,20004,18276,9394,26374,336
416,15027,10754,4561,5537,6209,6817,7889,2992,41098,3296,18340,17764,8914,23221,480
384,14819,10690,3504,5009,6081,6177,7521,2320,42090,2080,17124,16195,8434,20741,480
384,13875,10754,4000,5201,5553,6193,7217,2144,43034,1856,17396,14739,8514,19476,400
400,256,10754,6353,5297,5905,6241,7297,2256,43226,2080,15235,13107,8081,17044,528
400,14771,10754,6049,5457,6401,7089,7585,4609,43386,4032,13139,11538,8113,16067,336
400,13587,10658,7265,6865,7649,7585,8258,7057,42954,5793,12242,10050,8161,15923,320
384,16083,10754,6801,9314,7057,9010,9826,8145,40217,7169,10770,8017,8145,16772,320
400,16516,10722,7985,11922,9394,10210,11426,10178,34120,8898,9026,8177,8274,15907,400
400,16996,10898,5761,12851,11026,10194,12947,11090,28310,9506,12899,8706,9186,16035,528
416,19492,10706,10658,14819,11314,10674,13731,12739,25990,9138,15027,7233,10466,21845,384
384,21045,10754,10162,16612,12579,12194,14883,14915,24005,8914,19764,7361,13395,21765,304
384,23045,11282,12210,15363,13379,13187,16179,16772,560,8626,27718,9538,16099,24646,448
368,18228,12098,7265,18500,13651,13667,17956,17060,18340,9218,37209,12595,19540,29143,512
224,27718,12547,14787,18724,12739,13731,19140,17860,16035,10322,33736,14531,19076,30999,336
352,28054,12819,13955,18788,16211,13843,20645,17924,14947,11554,33544,14115,25222,39209,336
416,27734,13075,4705,18356,17204,13779,21301,18004,14243,11346,34264,19844,26630,40857,352
416,27846,13027,13187,18484,18948,13827,21861,19620,13923,11106,31847,25606,26454,40233,336
400,27334,13139,12050,18452,19860,13987,22405,20436,13859,11138,27814,54189,32151,54973,384
400,26422,13235,13763,18644,18276,13811,22917,20388,13171,11234,25910,55917,32567,55101,512
352,26422,13379,13603,18388,19124,13907,22917,20372,11698,11346,27862,56109,32711,55117,480
400,26294,13347,14931,18596,22165,13891,23029,21845,11714,11570,27062,42314,32487,55197,352
496,25878,13411,10626,18564,21669,13987,23317,22037,11602,11426,25654,37673,34440,54045,320
384,26454,13459,12947,18596,22341,13955,23397,21397,10914,11442,23093,41690,39305,48139,416
384,26246,13491,13667,19540,21957,13955,23701,21173,10882,11442,33080,40489,37161,54045,304
352,26406,13667,12531,19444,21781,14003,23941,21077,11858,11666,33256,55949,55885,54925,384
384,26150,13699,16099,19140,21429,13859,23717,21333,9906,11618,36168,56157,56173,54877,304
400,26086,13603,17476,19300,22565,14339,23781,22101,5713,11522,37641,55773,55869,54941,384
400,25270,13747,17892,19220,23317,14099,24181,22277,5713,11570,42122,56109,55837,55437,336
384,25254,13779,17988,19252,23717,14115,23941,21685,7105,11410,41130,55853,55917,55085,512
400,25366,13747,18068,19140,23589,14083,24037,21717,7873,11410,41690,55757,55949,54989,496
400,25350,13827,18132,19140,24261,14339,24213,23061,8610,11586,38233,56173,55709,55261,352
416,25526,13731,17700,19348,24245,14291,24165,22981,8626,11602,38121,56013,55773,54893,464
400,25606,13875,17508,19476,24149,14163,24357,22901,8177,11586,37609,56141,55773,54925,512
416,25814,13667,16532,19444,24165,14179,24229,23093,8065,11554,33384,55677,55773,54989,400
352,25878,13667,16596,19412,24261,14275,24229,22997,8177,11650,31063,55789,56013,54893,528
400,25926,13667,16436,19460,24229,14227,24245,22981,8402,11650,31815,55741,56173,55245,352
384,25894,13795,16708,19668,24357,14307,24341,23061,8145,11650,29735,55949,55949,55181,336
352,25942,13619,16980,19636,24069,14179,24389,23573,9042,11666,29527,55821,56125,55277,480
384,26150,13699,16275,19732,23829,14067,24261,22821,9762,11522,34216,56093,55917,55293,432
384,25990,13859,14931,19684,23589,14227,24277,23461,9138,11602,38009,56301,55821,55117,304
400,26262,13747,15619,19668,24197,14387,24357,23749,9586,11666,42298,56077,56109,55101,336
400,26278,13907,15827,19540,23973,14387,24245,24037,8962,11618,39673,55965,55757,55005,384
352,26166,13875,15955,19780,24005,14307,24261,23829,9778,11586,35944,55885,55725,55261,320
416,26278,13779,16355,19796,24021,14403,24293,23717,9730,11602,38249,55853,56365,55133,336
400,26038,13859,15587,19636,24021,14467,24357,23813,9634,11602,31959,55933,49852,55213,400
352,26134,13667,15443,19780,24053,14307,24517,23989,10082,11506,24582,55997,40393,54893,512
400,26310,13587,17828,19668,23301,14147,23429,22469,560,11298,17940,32808,25286,53052,496
352,21333,12899,15779,19620,19668,14163,21893,19716,14387,11266,19492,21637,18356,42666,336
400,19236,12355,14531,17252,20741,13715,16532,19172,15475,9202,18916,15395,15267,35208,512
400,14419,11874,14771,17204,15859,13843,7137,19028,17252,8194,16836,10834,12419,31367,320
384,13603,11538,14579,17380,13523,13459,15315,19108,18708,10082,16676,8129,11586,27142,416
416,14851,11730,9602,17108,13235,12819,14995,17380,19460,10386,19924,9106,13731,23461,320
352,14691,11954,12098,16996,12739,12755,14643,17412,20452,10434,24582,10386,17236,29543,528
416,14163,12819,10386,18484,12451,12803,17028,17204,18980,8514,30807,20276,37385,55245,352
352,16420,13187,14835,18596,13907,13603,20292,18628,448,11314,35656,23717,56157,55133,336
400,17156,13731,15251,20228,16436,13603,21653,18564,15843,11410,37081,28342,56349,54925,480
256,14259,13251,16420,20549,18276,13891,22709,20388,14691,11170,34648,55789,55885,55101,352
384,14147,13235,17172,20613,18484,13843,23445,19812,14819,11362,37673,55965,55901,54813,320
448,14227,13315,18468,20613,22101,13891,23749,20741,14579,11426,40937,55757,55901,55053,336
416,14387,13267,18484,20581,21205,13827,24421,20773,14659,11634,38105,56013,55981,54941,480
400,14723,13155,17844,20533,22149,13971,24293,20565,14403,11682,36280,56077,56013,54845,400
400,14723,13203,16099,20501,22869,14099,24293,21781,14387,11618,40953,56029,55869,54877,304
288,14499,13283,10706,20549,24037,14211,24405,22229,14483,11538,36776,55901,56029,54973,336
416,14531,13155,11218,20388,24245,14179,24565,22117,14499,11602,31415,55901,55805,54989,304
384,14435,13139,7585,20693,24309,14307,24565,21541,14355,11570,27622,56365,56013,54925,336
384,14483,13123,14371,20404,24213,14163,24325,21637,14371,11490,29687,56029,55917,55021,400
384,14467,13139,12547,20388,24293,14131,24501,21765,14339,11538,25414,55757,55981,54941,352
400,14563,13203,14419,20629,24149,14387,24485,22661,14275,11538,23013,35768,47531,52652,416
480,14355,13027,17428,20661,21653,13779,22069,19924,384,10722,19092,21541,28166,36360,336
400,14611,12355,15043,19300,19988,13587,20645,18676,16051,11170,18068,13331,21269,30311,480
400,14227,11858,14243,15907,16227,13155,17236,19636,18260,10370,17188,11314,15939,26246,528
400,14451,11954,14979,17924,13283,12579,14339,17364,20212,9890,18356,7345,12739,24549,336
400,14291,11874,12467,16468,13091,11698,12355,15763,23445,10338,16756,10018,11154,23205,480
400,13507,11874,10690,17028,13091,11426,12018,15171,23573,10130,17716,12307,10770,22037,448
400,12258,12258,10754,16644,12515,11266,12050,14803,23429,10306,21893,13395,16852,26134,304
400,13923,12835,11490,16820,13283,11842,13571,14947,20981,10770,30311,14611,31511,33736,480
400,17188,13251,11618,16932,13843,13475,15603,16628,18708,11346,32583,27222,56045,55037,416
288,17124,13667,12515,18452,16211,13667,19108,18868,16468,10898,36056,21573,56045,54989,352
416,16692,13619,12499,18628,16868,13843,20805,18948,15843,11202,39193,39065,55949,54861,304
400,18484,13699,10226,17604,22101,13827,21845,18996,15155,11282,32695,41114,56125,55005,384
384,18724,13779,6545,17380,23573,13971,21989,18772,14851,11330,37705,55837,55965,55021,480
400,18740,13731,6561,17300,23045,13827,21973,19652,14819,11554,38489,55901,56061,54989,320
352,18644,13795,7169,17396,23893,14147,22117,19988,14755,11490,36344,56365,56013,54877,416
416,18740,13827,9442,17540,23125,14051,22197,20709,14771,11618,40953,55965,55853,55149,480
384,18820,13955,9474,17332,23685,14099,22485,21157,14947,11394,35320,56029,55885,55053,272
416,18660,13955,12627,17492,24405,14099,22853,21461,15011,11426,27590,56061,56157,54861,320
400,18884,13955,13507,17348,24565,14275,22805,21637,15059,11426,23365,56013,56205,55053,304
400,18836,13779,10114,17364,24405,14099,22469,21653,14867,11794,15651,39481,37577,40473,320
